key,value,date
paddock,682.12,2016-10-09T09:05:00
paddock,683.60,2016-10-09T09:10:00
paddock,685.04,2016-10-09T09:15:00
paddock,686.52,2016-10-09T09:20:00
paddock,687.90,2016-10-09T09:25:00
paddock,689.40,2016-10-09T09:30:00
paddock,690.80,2016-10-09T09:35:00
paddock,692.16,2016-10-09T09:40:00
paddock,693.52,2016-10-09T09:45:00
paddock,542.40,2016-10-09T09:50:00
paddock,546.00,2016-10-09T09:55:00
paddock,547.36,2016-10-09T10:00:00
paddock,548.74,2016-10-09T10:05:00
paddock,550.08,2016-10-09T10:10:00
paddock,704.46,2016-10-09T10:15:00
paddock,706.30,2016-10-09T10:20:00
paddock,708.44,2016-10-09T10:25:00
paddock,708.26,2016-10-09T10:30:00
paddock,712.30,2016-10-09T10:35:00
paddock,714.10,2016-10-09T10:40:00
paddock,715.84,2016-10-09T10:45:00
paddock,717.48,2016-10-09T10:50:00
paddock,718.94,2016-10-09T10:55:00
paddock,720.36,2016-10-09T11:00:00
paddock,721.74,2016-10-09T11:05:00
paddock,723.14,2016-10-09T11:10:00
paddock,724.70,2016-10-09T11:15:00
paddock,726.24,2016-10-09T11:20:00
paddock,728.06,2016-10-09T11:25:00
paddock,729.94,2016-10-09T11:30:00
paddock,731.70,2016-10-09T11:35:00
paddock,733.52,2016-10-09T11:40:00
paddock,735.30,2016-10-09T11:45:00
paddock,737.06,2016-10-09T11:50:00
paddock,1016.75,2016-10-09T11:55:00
paddock,1018.98,2016-10-09T12:00:00
paddock,1021.38,2016-10-09T12:05:00
paddock,1023.63,2016-10-09T12:10:00
paddock,1025.52,2016-10-09T12:15:00
paddock,1027.24,2016-10-09T12:20:00
paddock,1028.98,2016-10-09T12:25:00
paddock,1030.76,2016-10-09T12:30:00
paddock,1032.44,2016-10-09T12:35:00
paddock,1034.04,2016-10-09T12:40:00
paddock,1035.66,2016-10-09T12:45:00
paddock,1037.20,2016-10-09T12:50:00
paddock,1038.62,2016-10-09T12:55:00
paddock,1040.02,2016-10-09T13:00:00
paddock,1041.48,2016-10-09T13:05:00
paddock,1042.92,2016-10-09T13:10:00
paddock,1044.38,2016-10-09T13:15:00
paddock,1045.88,2016-10-09T13:20:00
paddock,1047.40,2016-10-09T13:25:00
paddock,1048.82,2016-10-09T13:30:00
paddock,1050.28,2016-10-09T13:35:00
paddock,1051.68,2016-10-09T13:40:00
paddock,1053.24,2016-10-09T13:45:00
paddock,1054.74,2016-10-09T13:50:00
paddock,1056.14,2016-10-09T13:55:00
media,1817.38,2016-10-09T09:05:00
media,1821.88,2016-10-09T09:10:00
media,1827.20,2016-10-09T09:15:00
media,1832.52,2016-10-09T09:20:00
media,1838.22,2016-10-09T09:25:00
media,1844.28,2016-10-09T09:30:00
media,1850.02,2016-10-09T09:35:00
media,1856.04,2016-10-09T09:40:00
media,1862.32,2016-10-09T09:45:00
media,1868.70,2016-10-09T09:50:00
media,2674.59,2016-10-09T09:55:00
media,2682.50,2016-10-09T10:00:00
media,2691.64,2016-10-09T10:05:00
media,2700.32,2016-10-09T10:10:00
media,2709.10,2016-10-09T10:15:00
media,2717.72,2016-10-09T10:20:00
media,2726.30,2016-10-09T10:25:00
media,2735.66,2016-10-09T10:30:00
media,2745.02,2016-10-09T10:35:00
media,2754.36,2016-10-09T10:40:00
media,2763.64,2016-10-09T10:45:00
media,2773.08,2016-10-09T10:50:00
media,2782.38,2016-10-09T10:55:00
media,2792.10,2016-10-09T11:00:00
media,2800.90,2016-10-09T11:05:00
media,2810.16,2016-10-09T11:10:00
media,2819.68,2016-10-09T11:15:00
media,2829.38,2016-10-09T11:20:00
media,2837.75,2016-10-09T11:25:00
media,1991.42,2016-10-09T11:30:00
media,1997.72,2016-10-09T11:35:00
media,2004.10,2016-10-09T11:40:00
media,2010.74,2016-10-09T11:45:00
media,2017.48,2016-10-09T11:50:00
media,2023.84,2016-10-09T11:55:00
media,2030.06,2016-10-09T12:00:00
media,2036.20,2016-10-09T12:05:00
media,2042.28,2016-10-09T12:10:00
media,2048.38,2016-10-09T12:15:00
media,2054.44,2016-10-09T12:20:00
media,2060.52,2016-10-09T12:25:00
media,2066.60,2016-10-09T12:30:00
media,2072.48,2016-10-09T12:35:00
media,2078.66,2016-10-09T12:40:00
media,2084.84,2016-10-09T12:45:00
media,2090.98,2016-10-09T12:50:00
media,2097.08,2016-10-09T12:55:00
media,2103.48,2016-10-09T13:00:00
media,2109.68,2016-10-09T13:05:00
media,2116.02,2016-10-09T13:10:00
media,2122.70,2016-10-09T13:15:00
media,2129.38,2016-10-09T13:20:00
media,2136.08,2016-10-09T13:25:00
media,2142.66,2016-10-09T13:30:00
media,2149.36,2016-10-09T13:35:00
media,2156.28,2016-10-09T13:40:00
media,2163.14,2016-10-09T13:45:00
media,3112.82,2016-10-09T13:50:00
media,3121.02,2016-10-09T13:55:00
eVillage,2448.30,2016-10-09T09:05:00
eVillage,2783.27,2016-10-09T09:10:00
eVillage,2791.89,2016-10-09T09:15:00
eVillage,2800.38,2016-10-09T09:20:00
eVillage,2808.44,2016-10-09T09:25:00
eVillage,2816.90,2016-10-09T09:30:00
eVillage,2825.18,2016-10-09T09:35:00
eVillage,2833.24,2016-10-09T09:40:00
eVillage,2841.03,2016-10-09T09:45:00
eVillage,2849.00,2016-10-09T09:50:00
eVillage,2856.39,2016-10-09T09:55:00
eVillage,2864.08,2016-10-09T10:00:00
eVillage,2871.72,2016-10-09T10:05:00
eVillage,2879.36,2016-10-09T10:10:00
eVillage,2886.92,2016-10-09T10:15:00
eVillage,2893.72,2016-10-09T10:20:00
eVillage,2900.62,2016-10-09T10:25:00
eVillage,2907.12,2016-10-09T10:30:00
eVillage,2913.10,2016-10-09T10:35:00
eVillage,2919.27,2016-10-09T10:40:00
eVillage,2926.53,2016-10-09T10:45:00
eVillage,2936.18,2016-10-09T10:50:00
eVillage,2944.06,2016-10-09T10:55:00
eVillage,2950.62,2016-10-09T11:00:00
eVillage,2957.26,2016-10-09T11:05:00
eVillage,2964.62,2016-10-09T11:10:00
eVillage,2972.28,2016-10-09T11:15:00
eVillage,2980.10,2016-10-09T11:20:00
eVillage,2987.90,2016-10-09T11:25:00
eVillage,2995.66,2016-10-09T11:30:00
eVillage,3003.36,2016-10-09T11:35:00
eVillage,3011.26,2016-10-09T11:40:00
eVillage,3019.06,2016-10-09T11:45:00
eVillage,3026.90,2016-10-09T11:50:00
eVillage,3034.52,2016-10-09T11:55:00
eVillage,3041.68,2016-10-09T12:00:00
eVillage,3048.36,2016-10-09T12:05:00
eVillage,3054.98,2016-10-09T12:10:00
eVillage,3061.60,2016-10-09T12:15:00
eVillage,3068.27,2016-10-09T12:20:00
eVillage,3075.12,2016-10-09T12:25:00
eVillage,3082.03,2016-10-09T12:30:00
eVillage,3088.80,2016-10-09T12:35:00
eVillage,3095.74,2016-10-09T12:40:00
eVillage,3102.84,2016-10-09T12:45:00
eVillage,3110.00,2016-10-09T12:50:00
eVillage,3117.14,2016-10-09T12:55:00
eVillage,3124.14,2016-10-09T13:00:00
eVillage,3131.08,2016-10-09T13:05:00
eVillage,3137.72,2016-10-09T13:10:00
eVillage,3144.52,2016-10-09T13:15:00
eVillage,3151.66,2016-10-09T13:20:00
eVillage,3159.18,2016-10-09T13:25:00
eVillage,3167.14,2016-10-09T13:30:00
eVillage,3175.30,2016-10-09T13:35:00
eVillage,3183.58,2016-10-09T13:40:00
eVillage,3191.62,2016-10-09T13:45:00
eVillage,3199.58,2016-10-09T13:50:00
eVillage,3207.62,2016-10-09T13:55:00
vip_area,0.00,2016-10-09T09:05:00
vip_area,0.00,2016-10-09T09:10:00
vip_area,0.00,2016-10-09T09:15:00
vip_area,0.00,2016-10-09T09:20:00
vip_area,0.00,2016-10-09T09:25:00
vip_area,0.00,2016-10-09T09:30:00
vip_area,0.00,2016-10-09T09:35:00
vip_area,0.00,2016-10-09T09:40:00
vip_area,0.00,2016-10-09T09:45:00
vip_area,0.00,2016-10-09T09:50:00
vip_area,0.00,2016-10-09T09:55:00
vip_area,0.00,2016-10-09T10:00:00
vip_area,0.00,2016-10-09T10:05:00
vip_area,0.00,2016-10-09T10:10:00
vip_area,0.00,2016-10-09T10:15:00
vip_area,0.00,2016-10-09T10:20:00
vip_area,0.00,2016-10-09T10:25:00
vip_area,0.00,2016-10-09T10:30:00
vip_area,0.00,2016-10-09T10:35:00
vip_area,0.00,2016-10-09T10:40:00
vip_area,0.00,2016-10-09T10:45:00
vip_area,0.00,2016-10-09T10:50:00
vip_area,0.00,2016-10-09T10:55:00
vip_area,0.00,2016-10-09T11:00:00
vip_area,0.00,2016-10-09T11:05:00
vip_area,0.00,2016-10-09T11:10:00
vip_area,0.00,2016-10-09T11:15:00
vip_area,0.00,2016-10-09T11:20:00
vip_area,0.00,2016-10-09T11:25:00
vip_area,0.00,2016-10-09T11:30:00
vip_area,0.00,2016-10-09T11:35:00
vip_area,0.00,2016-10-09T11:40:00
vip_area,0.00,2016-10-09T11:45:00
vip_area,760.10,2016-10-09T11:50:00
vip_area,0.00,2016-10-09T11:55:00
vip_area,0.00,2016-10-09T12:00:00
vip_area,0.00,2016-10-09T12:05:00
vip_area,0.00,2016-10-09T12:10:00
vip_area,0.00,2016-10-09T12:15:00
vip_area,0.00,2016-10-09T12:20:00
vip_area,0.00,2016-10-09T12:25:00
vip_area,0.00,2016-10-09T12:30:00
